submission_id,respondent-id,time,rating,free_text,do_better,pcn,surgery,campaing_id,logic,campaign_rating,campaign_freetext
7go612,VvZ8eJ,2024-09-23 21:52:49,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
zRQrQM,OdPRM8,2024-09-24 14:05:47,Very good,"The booking system is the best I’ve used for a GP, have no problems getting an appointment like most practices. Dr Robertson is excellent.",No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
Erbbj2,Rv4pAd,2024-09-24 14:16:09,Very good,I’ve had a very swift response from all dpts regarding my current condition.,"No, I think their help has improved greatly in the years after Covid.",Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
ErBqzr,z2eZa0,2024-09-24 17:17:54,Very good,I was very well looked after my other doctors and they were very keen to have all my follow-up tests done and to sort out any problems that I had I felt They gave me the time and they cared,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
YKoPJz,vE2Lo4,2024-09-24 17:27:25,Very good,"Have not had to wait too long for appointments, follow up from appointments has been fast and efficient. ",Paperwork explaining monitoring for blood pressure over a 7 day period could be improved. ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
YKozv0,6AxVNJ,2024-09-24 19:08:19,Very good,"I got timely appointment with a very good doctor. 
The receptionist was very courteous and efficient. ",No ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
2gbYXD,oKO8yO,2024-09-24 21:08:20,Very good,Because is very good Gp,The person of the resptian is so good ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
xL4XqE,rGVYzR,2024-09-25 07:48:32,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
GjXB42,RvRyoj,2024-09-25 10:11:31,Very good,Reception staff very helpful and efficient and Dr Robertson is always so caring and empathetic to my needs thank you,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
OedW2a,RvYopQ,2024-09-25 13:17:00,Very good,It was easy to book and the doctor was very helpful. ,I wouldn't improve anything. ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
vvJPgv,GXD1o2,2024-09-25 14:16:29,Neither good nor poor,I felt reception were very helpful but the GP service was dire.,Proactive GP,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
OebJX7,8A8J1x,2024-09-25 15:13:16,Very good,"I didn’t have to wait long for my appointment, and the appointment was efficient. The doctor answered all my questions. I could also be booked in for a future appointment to get a couple of vaccines at the same time.",I had to wait 1.5 weeks for the appointment. I would have preferred to fit in the appointment last week.,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
ypd7D8,AAq2BD,2024-09-25 22:12:51,Very good,"The team got me seen as quickly as possible, we're friendly and utilised preventative care. All staff were very professional and friendly.","When a follow up is dependent on results being sent to the surgery, it could be useful to call the patient when the results are available and the new appointment can be booked, so that an appointment is booked as soon as the results are in. Leaving the second appointment booking to the patient relies on some guesswork as to when the results are ready and a follow up can occur.",Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
9gMMoQ,AAq5WD,2024-09-26 06:17:15,Very poor,My friend is 83 . She fainted and fell in the street twice. She asked a GP to book a cardiologist. They booked her consultation for end of March next year. Six months! It’s disgraceful ,More care and compassion from very well paid GPs ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
PWkQKQ,NMJ17O,2024-09-26 07:44:58,Very good,"Dr Arash Kamvari, is just the BEST..ALWAYS spot on with my treatments and plans.. I wouldn't go anywhere else EVER..",NOTHING..,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
MQVX0A,ZvR5ea,2024-09-26 09:39:52,Very good,"Very quick response for appointment, thorough consultation and communication of test results from GP early the following morning. Very reassuring ",Nothing ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
8gEaMx,7Jl2pR,2024-09-26 14:24:49,Very good,Very helpful staff.,None ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
QaE7Dg,GXBjAQ,2024-09-26 14:33:36,Very good,Excellent  service and attentions to details as usual. ,All good.,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
ejoaNJ,OdBevY,2024-09-26 14:34:32,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
OeVAyR,dK2GRN,2024-09-26 14:59:37,Very good,"The Dr listens and acts
The receptionists are professional and knowledgable ",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
8gWV15,X1x504,2024-09-27 08:50:13,Very good,The appointment was on time. Staff very friendly & polite. Dr Kamvary is very helpful.,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
ZLyKpA,bKNoME,2024-09-27 14:51:56,Poor,"terrible GPs who have no clue what they’re doing. both sarah azimi, shona robertson, tobi oyefeso and the receptionists are bloody incompetent as well. i wouldn’t go to this gp if i had any other choice. ",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
zRoEqq,6AAeaO,2024-09-27 17:15:41,Very good,"doctor very understan 
spoke that she was 
helpful",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
4DyZW5,9pp4pE,2024-09-27 23:14:00,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
2ggA1L,011yW6,2024-09-28 01:34:35,Neither good nor poor,"When I have to attend surgery, I’m never seen on time, which is usually 20-30 minutes late after my booking time! ","Yes every possible effort to be seen on time is very important & shows some respect, & 10 minutes for a consultation is far too short! ",Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
Lqj6xJ,Lv6bP2,2024-09-28 22:37:59,Very poor,Ignorance of gp,Provide open minded staff ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
ypaK9p,j5EQaJ,2024-09-30 13:52:34,Very good,I was seen almost immediately at my scheduled appointment and was seen by a really lovely doctor. Thank you! ,No it was perfect! Thank you! ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
xLqXDv,619oDo,2024-09-30 14:04:43,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
7gAx96,4AGLq5,2024-09-30 14:49:45,Very good,"All staff very helpful and friendly I'm so happy
",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
5g71lP,9prvdE,2024-09-30 14:56:20,Very good,دكتورة لطيفة مستمعة جيده ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
LqrWa2,YpqYdW,2024-09-30 14:56:49,Very good,There was no issue in making an appointment and the doctor who saw me listened carefully and was considerate. ,Not really. ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
rbejBv,b4pKYo,2024-09-30 18:52:31,Very good,,"No
",Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
Er9E9l,oKpkDN,2024-10-01 11:25:52,Very good,Good,For me is everything  ok,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
2gQALM,Lvgxgp,2024-10-01 13:43:50,Very good,"My appointment was on time
Receptionist very helpful 
Very good and friendly doctor. ",No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
6zaNxB,AA0MOe,2024-10-01 13:56:23,Very good,Diligence and no unnecessary treatment ,Perfect,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
pXxB8Z,71zEYA,2024-10-02 10:35:51,Very good,Reception Staff very polite and efficient.,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
6GJdDe,71zEYA,2024-10-02 10:45:15,Very good,"Reception Staff very polite and efficient. Medical Staff professional, patient, friendly, concerned and trustworthy also with follow up care. A very satisfactory surgery all through my years as a patient.",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
gXjQ5O,58Dgbv,2024-10-02 11:43:45,Very good,Efficient and on time ,"No, it was quick and efficient.",Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
6GJ1qP,pR16JV,2024-10-02 11:48:53,Very good,"Friendly, efficient , on time always",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
xExlGo,1DyY1b,2024-10-02 12:19:47,Very good,Very good and professional work ,N/A,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
XdlAAO,JXxyko,2024-10-02 13:34:22,Good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
6G8WAP,Qvadq7,2024-10-02 16:59:26,Good,"Very nice ,helpfull",No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
EeKMNA,6AG9LB,2024-10-03 06:33:07,Very good,"Didn’t have to wait long
Dr Kamvari as charming and efficient as usual ",No ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
oYEgVN,X1dybO,2024-10-03 07:04:06,Very good,Our Doctors always professional answering and helping us to understand operations & ways to help ourselves with mental health issues & family who is sick Thank you Dr Kamvari & your Staff🙏❤️‍🩹🥼🙏,no ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
oYD7dX,DAopVR,2024-10-03 11:53:44,Very good,"Polite girl on phone when booking 
Gp very friendly and professional ","Auto answer far too long and no option to skip.
I had three lesions and they can only deal with 2 at hospital 
So I have to make another GP appointment to have the third dealt with !!
No wonder it's hard to get an appointment when you can not combine them ! What a waste ",Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
MlDd8Y,4AY7eO,2024-10-03 12:01:36,Very good,On time appointment. I felt that the doctor listened to my concerns and fully addressed them. Clear plan of action agreed. ,Nothing,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
2zBxDb,dKo0Lz,2024-10-03 12:02:12,Very good,Very kind doctor. ,Have more time to sort all the issues at once but I understand the NHS pressure for having too many patients and short time so thanks so much for your help.  ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
Ee58eo,VvaJ9j,2024-10-03 12:18:43,Very good,Dr Arash kamvari is an amazing doctor.The way he go above and beyond for patients comfort is remarkable. I've never felt more confident and cared for by Any other GP. Thank you for all your hard work.  ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
1zkN7l,rGQAdL,2024-10-03 12:28:38,Very good,Today was my first time meeting doctor Kamvari after 7 years. I heard a lot of good reviews about him from my wife and my in-laws who are also registered at the same surgery. I  regret not meeting him earlier. He was very friendly doctor. ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
Jbp9Vz,5GvWqE,2024-10-03 15:04:15,Very good,Great Doctors ,"Not really, no.",Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
YX0obB,QvqlZ8,2024-10-03 17:01:49,Very good,Great same day service. The GP’s are all fantastic. And the reception staff are also brilliant. ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
z4yR8q,21d8aM,2024-10-03 18:45:28,Very good,From the reception. To the GP service was again excellent.,"It's excellent. 
Please, keep it up.

Big thanks.",Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
lXOrRB,rG9V0o,2024-10-03 22:31:36,Very good,Highly recommended ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
R1P6Pv,01qpR6,2024-10-04 16:26:03,Very good,Because I was rang back very promptly.,No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
jXP8gR,PvJdJ0,2024-10-04 17:02:03,Very good,So kind and thoughtful ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
QpVlJ1,9pjNO1,2024-10-04 17:08:36,Very good,"Very professional, caring and thorough. ",No iv got no complaints. ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
QpVbx7,21GBJj,2024-10-04 17:34:35,Very good,I have had no problem getting appointments. The Surgery informs me on time about vaccinations. The GP has gone out of her way to make my life better.,I wish there was a different system for making appointments.,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
VX5j8E,9pjdlY,2024-10-04 19:00:22,Very good,I was seen immediately and the Dr. attended to my ailments. ,No.,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
2zNAOL,qo1B1g,2024-10-04 19:19:57,Very good,The reception staff are so friendly and thoughtful. Also a great service when I do need to visit them.,"No, it’s great that the waiting room isn’t too busy and appointments runs mainly on time.",Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
YXWZpB,r0RrKv,2024-10-04 20:04:04,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
ANxB7W,VvKDkM,2024-10-06 17:57:12,Good,The doctors are professional and helpful . Reception is much better now than in the past . Great place . ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
qXKKa2,01XQvB,2024-10-07 12:31:43,Very good,"The reception staff now is very friendly and have good customers skills, and the Dr Shona is very very good and experience ",No everything is good ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
aXrZ1v,NBr14b,2024-10-07 17:42:31,Very good,"Was understood 
Quick help 
Kind receptionist 
Kind good Dr Camvari ",All was good ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
pXRgaB,NBr14b,2024-10-08 14:41:54,Very good,"Got help I needed 
Very nice doctor  Rosana Younger ","No  it was all good,  you  can't top it ",Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
YXJDPd,Qv6N7l,2024-10-08 15:07:15,Very good,Dr Shona Robertson was really caring and took seriously my situation.,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
5oeK4M,DAlRzX,2024-10-08 15:07:23,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
NvbLZQ,Rv771v,2024-10-08 16:43:26,Very good,Excellent Service,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
xERPvo,WDvGbP,2024-10-08 16:54:35,Very good,Professional and quick ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
7OpZDR,BAOe0Q,2024-10-08 22:51:11,Very good,All my questions were answered and I had a flu vaccine ,Not that I know of ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
2z76lV,1NPG51,2024-10-09 11:37:30,Good,Good,Thanks,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
LBkQX2,Ob1k0K,2024-10-09 12:25:39,Very good,Doctor listened and was very helpful.,No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,,,,
LBgaZy,M61P9E,2024-10-10 11:58:44,Very good,Amazing friendly doctor ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
xEoRVv,o59g4N,2024-10-10 11:58:55,Very good,Dr Pumphrey is alway really professional and cares about the patients! ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,Very well 
2zZyRe,49aR5b,2024-10-10 13:02:09,Very good,"The staff is really caring. I love how the receptionist was so attentive today!. He was really helpful. Dr. India and Dr Kanbari are amazing, knowledgeable, professional and always keen to help the patients as soon as possible. ",Might be more appointments available. ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,
jX2gx9,xRryQ9,2024-10-10 17:06:30,Very good,Dr Kamvari and Pumphrey are always very helpful.,No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,I am not aware of it
ZXXQ5A,gJdMYl,2024-10-11 15:53:16,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
8VVEvx,Nbl6DG,2024-10-11 16:02:27,Very good,"Attentive, efficient,  professional, timely, easy to work with, very good quality of care",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,Don't know. Didn't participate
BqqgOe,1NdrG4,2024-10-11 16:21:23,Very good,Very helpful,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
R11a8l,8PYk2l,2024-10-11 16:34:59,Very good,"My doctor is wonderful, understanding and caring.",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,Very well
vVVlk0,aA5jg9,2024-10-11 18:10:18,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,Good
8VV78A,1DyY1b,2024-10-11 18:37:37,Very good,Extremely good and professional service ,Not ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,N/a
7OYWLa,61AO05,2024-10-11 21:16:49,Very good,My Doctor is understanding and actually cares and never fobs me off ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
GaVzJo,61AO05,2024-10-11 21:20:10,Very good,I feel a piece of mind now knowing what the issue has been.,Cutting down the first part of the message when we call up for appointments please that would be amazing. Thank you we appreciate you ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,N/A
jX4bx4,pJoBEb,2024-10-12 07:11:23,Very good,The attended GP was warm and attentive ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
YXBdZN,WKRMNQ,2024-10-12 09:17:03,Very good,The reception staff are always very polite and helpful and the doctors are caring and considerate. ,"Not having to wait so long for the telephone to be answered, especially when I am no 1 in the queue. When the surgery is closed, it would be helpful if that was the first message on the telephone rather than the last! ",Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,3,I have not had my vaccine yet but the reception team were helpful. 
e8Xjb0,Jez4r7,2024-10-13 17:01:21,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,
NvjA2j,6W2kak,2024-10-13 20:10:51,Very good,"Although quite difficult to get an appointment everything else is impressive. The GP I saw was helpful, thoughtful, personable and gave adequate time and consideration to the matters under consideration. It was even followed up with a useful telephone call the same evening. I do wonder how useful advertisements about heat shock are as the temperatures plunge and some of the wording could be improved but these are minor quibbles. ",Easier to request blood test results without having to use the NHS app which I do not access as a choice. ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,3,I was alerted to the joint flu and covid vaccination both via my pharmacy and NHS England. I’m not clear where the practice and central alerts were separate but I was pleased to receive both in a timely fashion. Thank you - I have given a mid range since the practice campaign is difficult to distinguish. 
xEKAjE,Rv771v,2024-10-14 10:43:55,Very good,"I have a very good opinion of my GP. They are always attentive, explain everything in detail and I feel excellent about my medical care.",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,"Excellent Organization, and Excellent Campaign"
YXL5NN,gJAN6D,2024-10-14 17:09:57,Very good,"I was seen on time,  changed one inhaler for a slightly stronger one and overall was very helpful and made me feel very comfortable. Thank you 🙏",Not really!,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,0,flu jab was done at Boots.
Qp6x27,gJArr4,2024-10-14 19:22:55,Very good,Very efficient and polite,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
6GX9lO,01XQvB,2024-10-14 20:52:17,Very good,"The reception staff is helpful and friendly, and Dr Shona Robertson she is great as human and experience as Doctor ",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
zAXx71,DAlRzX,2024-10-15 07:20:42,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
Do4J5j,RbRrz4,2024-10-15 13:39:08,Very good,Great doctor ever,Thank you,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
AY7XeN,86GXrA,2024-10-15 16:03:54,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,4,
7YR8rZ,xR2ezG,2024-10-15 16:48:26,Very good,"Seen promptly, nurse was friendly and efficient ",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,
k4badM,KWL7BX,2024-10-15 16:58:33,Very good,Always on time and friendly staff,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,Excellent 
bMZ4zL,7avWz2,2024-10-15 19:29:29,Very good,. ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5, Great 
K4pBrk,VvPNea,2024-10-15 19:31:36,Very good,"Same day appointment
Dr Kamavari is top doc (GP) ",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,
jrbJlR,kJ7vA6,2024-10-16 11:16:36,Very good,Just the way it is,No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,0,
EG5ZGN,2lJ7y9,2024-10-16 11:19:58,Very good,Even though it was just online when I consulted I felt like I was seen,None,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
vargd4,PbXgpe,2024-10-16 11:51:37,Very good,Seen on the day generally.,A bit more time as problems are connected.,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
Lj7Q61,lYlMg6,2024-10-16 18:38:24,Very good,"All the clinic staff including the receptionist & the GP dealt as fast & good as I thought . 

",No ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
k4Nqrr,5eloON,2024-10-17 08:07:25,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,4,
ljr5ap,Rb8D6d,2024-10-17 11:33:33,Good,This was a pre-booked appointment and there was no need to interact with reception staff. ,N/a,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
YbayJW,2lOPZe,2024-10-17 11:43:39,Very good,Superb GP practice everything well attended to.,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,Excellent 
ljrZ1W,vJqYa0,2024-10-17 11:44:58,Very good,"On time, efficient and pleasant ",No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,Excellent 
VaJAVE,GqYdle,2024-10-17 11:49:25,Very good,Friendly and professional ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
X70jXg,o5l72e,2024-10-17 13:00:37,Very good,Very happy overall. ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
OZ5yrA,qJjrWd,2024-10-17 16:39:55,Very good,I needed an emergency appointment for my eye and the receptionist was very understanding to give me an emergency appointment for the same day. Thank you so much as always for your excellent care and service!,"All the staff and Drs are so kind, caring and super helpful that doesn't leave me anything to say extra!",Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
K4lyyz,M684Jg,2024-10-17 16:40:13,Very good,Because Dr India is very good listener ,"To make an appointment is very hard sometimes and complicated, if you can change the way of writing and the answering machine on the gp takes to long until you pres the number for reception ",Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
Qq5aOG,o5lqQN,2024-10-17 16:54:43,Very good,Super caring and attentive service!,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,0,
NxWedl,2l1jWj,2024-10-17 18:37:58,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
oZBRWN,k0Y58R,2024-10-18 12:02:49,Very good,"Dr Robertson and the receptionist were both excellent, helpful and efficient. Many thanks ",N/A,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
qqPWR5,P2Rdk1,2024-10-18 19:22:45,Very good,"Staff friendly, easy to make appointments ","No, all good ",Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
BYBDke,P2Rdk1,2024-10-18 19:23:24,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
GV0DjQ,86R8Bz,2024-10-18 19:28:18,Very good,"The doctor was on time, very attentive to my condition and thoroughly examined me before referring me and emailing me exercise to help with my sciatica.","No, perhaps a slightly longer consultation so I would not need to come back I 2 weeks time to discuss my other issue.",Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
rQVK1X,Z1D59v,2024-10-19 06:30:26,Very good,The doktor examined me very well and gave me thw nessesary test to take,No unril now,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,Following the course of my health
ljVQR6,RbgGod,2024-10-21 12:01:25,Good,"Appointment time met , didn’t feel rushed ",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
YbVEDq,xRorV9,2024-10-21 12:21:45,Good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,
ybjgpg,49qpKk,2024-10-21 15:31:09,Good,"I have been with Kensington medical center since 2003. I had bad and good experience there. On 2017 when I had essure implant fitted and since then I been complaining the side affects the implant has caused me. Most of the doctors where not very nice to me they never took it serious, I been told my mental health its what causing me the pain. That has increased my anxiety panic attacks.","Yes. The only doctor I can trust in Kensington medical center is. Doctor camvari- doctor India Pumphrey. 

Doctor India she is the only doctor who has listened to me and understood where my pain was coming from. I don’t know how much I can thank her for all her support. ",Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
x76a1G,yopxy6,2024-10-22 17:31:18,Good,Used patches and got a GP appointment within 24hours,No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,0,
EGaXkr,2lgL7j,2024-10-22 17:33:54,Very good,"The doctor really cared and helped me with everything , even sugesting other help I could get , the man who did my blood test was very cheerful and professional ",No I always get great service here ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
rQqLb2,DxEXVX,2024-10-22 18:19:36,Very good,"I felt in this way because Dr R Younger has been so helpful, professional and kind!
She make me very comfortable 
Thank you very much to Dr R Younger!","No, I couldn't expected a better experience.",Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
rQqNXL,jJqV99,2024-10-22 22:39:20,Very good,Proficient and highly professional mannerisms with the Staff and Doctors especially with some who has mental & physical illness’s… ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,0,"Doctors Head Nurse Gabby,  is very professional,has proven to be proficient, capable and professional to us patients. "
DoYVX5,1NzOqM,2024-10-23 08:46:37,Very good,Brilliant practice,No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
6Y9GLY,xREKYk,2024-10-23 11:19:16,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
RQg1NJ,49R5Yd,2024-10-23 11:25:00,Very good,Friendly reception staff very helpful & knowledgeable! GP caring and ready to listen. ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,Good 
QqX9Kg,WKXxZj,2024-10-23 11:33:25,Very good,The doctor was attentive and thorough in her questions and examination ,No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
8YYoll,kJ8kdR,2024-10-24 12:51:36,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
OZZ7bA,d8JR5K,2024-10-24 13:31:25,Very good,"Dr. Young was fantastic! She was a great listener, offered compassion and insight, and had an overall sunny and warm disposition. I left feeling heard and with next steps for treatment, which was exactly what I was looking for. Definitely one of the best healthcare experiences I have had. ",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
zA8X00,e0W8Qo,2024-10-25 01:02:03,Good,"helpful staff, quick service, or well-organized processes, 
","


No, everything was satisfactory.",Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
k4PvGo,pJEA0Z,2024-10-25 16:51:04,Very good,doctor and receptionist were really friendly and helpful,everything was amazing,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
ljQENX,rJXxDL,2024-10-27 07:50:59,Very poor,Under qualified and untrained gp . ,"If you staff is trained and no ignorant, it would improve service and trust . Educate them if they not able to do by themselves further education ",Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
