free_text,sentiment_free_text,sentiment_score_free_text,free_text_len,rating_score,feedback_labels,emotion_free_text,label,abs_sentiment
The doctor was sympathetic and thorough,positive,0.863712132,6.0,,Patient Respect,neutral,0,0.863712132
Although staff very helpful it s still very difficult to get a face to face appointment when needed,negative,0.4677194953,17.0,4.0,Appointment Availability,neutral,0,-0.4677194953
Dr was very helpful and understanding and I was happy that I attended,positive,0.9831792116,13.0,,Staff Professionalism,joy,0,0.9831792116
I got an appointment really quickly because I wasn t feeling well at and I was seen in two hours,neutral,0.5066717863,19.0,,Appointment Availability,neutral,0,0.5066717863
1 Dr PERSON was charming friendly and helpful 2 Appointment on time so no hanging around 2 As someone in their 70 s being able to access Health Partners at the Earls Court Hub rather than Flood street is always a plus being walking distance rather than the need to use public transport,positive,0.9208483696,53.0,,Appointment Availability,neutral,0,0.9208483696
PERSON and had a consultation over the phone,neutral,0.8706684113,8.0,,Follow-up and Continuity of Care,neutral,0,0.8706684113
The practitioner PERSON was excellent Previously I was treated by PERSON who was also excellent Both are great assets to your practice,positive,0.9739621282,22.0,,Follow-up and Continuity of Care,admiration,0,0.9739621282
I get a very quick response and staff are always artsy,positive,0.9277945757,11.0,,Follow-up and Continuity of Care,neutral,0,0.9277945757
The lady doctor was very supportive and helpful I got in the same day appointmen and after the appointment the doctor request for a blood test which they called me after 10 minutes Thank you,positive,0.9346962571,36.0,,Follow-up and Continuity of Care,gratitude,0,0.9346962571
It read an Very good response to my enquiry to see a doctor I had a very thorough session with the GP and Very good action plan,positive,0.9627504349,27.0,5.0,Follow-up and Continuity of Care,admiration,0,0.9627504349
It read an Very good response to my enquiry to see a doctor I had a very thorough session with the GP and Very good action plan,positive,0.9627504349,27.0,5.0,Follow-up and Continuity of Care,admiration,0,0.9627504349
Notification when the doctor is running late,negative,0.5368525386,7.0,5.0,Patient Education and Information,neutral,0,-0.5368525386
Notification when the doctor is running late,negative,0.5368525982,7.0,5.0,Patient Education and Information,neutral,0,-0.5368525982
Because I was treated in better ways,positive,0.5604937077,7.0,,Treatment Quality,neutral,0,0.5604937077
I all ways find everyone so helpful,positive,0.9768866897,7.0,,Patient Respect,approval,0,0.9768866897
From arrival the check in process was quick and efficient The GP was person centred and very proactive with making the necessary referrals My whole experience was positive thank you,positive,0.9612417817,32.0,,Patient Respect,gratitude,0,0.9612417817
Помощь оказана быстро и грамотно Спасибо,neutral,0.7830185294,6.0,,Patient Respect,neutral,0,0.7830185294
Friendly staff always feel listened to and my concerns taken seriously Easy to get an appointment and short wait times to be seen face to face,positive,0.850556314,27.0,,Staff Empathy and Compassion,caring,0,0.850556314
Staff are super friendly No waiting Efficient Felt very well looked after,positive,0.9550139904,12.0,,Staff Professionalism,admiration,0,0.9550139904
I m very satisfied and happy for my recent check up,positive,0.983612895,10.0,,Follow-up and Continuity of Care,joy,0,0.983612895
After consultation over the phone a face to face appointment was made very quickly The reception staff very helpful and the Dr was very good with everything,positive,0.9595566392,27.0,,Reception Staff Interaction,admiration,0,0.9595566392
I had a telephone appointment with Nurse PERSON who prescribed me some antibiotics due to a UTI She called before the time alloted for the apt which I was very grateful for and emailed the prescription to my local pharmacy I also completed a urine sample which my daughter had to collect sample bottle return So a great service Thank you,positive,0.9121644497,62.0,4.0,Staff Professionalism,gratitude,0,0.9121644497
I very good experience the clinical pharmacist is always very helpful when I need a repeat prescription all stall friendly and professional First class service,positive,0.9512411952,25.0,,Staff Professionalism,admiration,0,0.9512411952
The Doctor I saw was very polite understanding and helpful She took time to explain my problem to me,positive,0.8758737445,19.0,,Patient Respect,approval,0,0.8758737445
Not convinced by the doctor s view,negative,0.5624710917,6.0,3.0,Patient Respect,disapproval,0,-0.5624710917
I cannot fault the present service,negative,0.8050955534,6.0,4.0,Staff Professionalism,disapproval,0,-0.8050955534
The NHS at present is working in difficult circumstances more staff may be needed,neutral,0.6199969053,15.0,4.0,Staff Professionalism,neutral,0,0.6199969053
Everything is very good Thank you,positive,0.9725350738,6.0,5.0,Patient Respect,gratitude,0,0.9725350738
Nothing to do with visit but it is very annoying to get a text message telling me to log into NHS just to be asked for feedback You now seem to send all messages via NHS app one the other day simply reminding me of my appointment I donâ€™t think you realise how time consuming this is can also be alarming you think it is something really important and drop everything to visit NHS app have to go elsewhere to find my password why canâ€™t we have simple text message like before,negative,0.8387274146,92.0,5.0,Appointment Availability,annoyance,0,-0.8387274146
I have tried to do this once why do I have to log in go and find password for such simple messages same when all you were doing was reminding me of appointment,negative,0.7589741349,34.0,5.0,Follow-up and Continuity of Care,neutral,0,-0.7589741349
Because all staff are friendly and helpful and respectful,positive,0.9399697781,9.0,5.0,Staff Professionalism,admiration,0,0.9399697781
The practitioner was friendly and supportive,positive,0.8902829289,6.0,5.0,Patient Respect,approval,0,0.8902829289
I do not appreciate being asked by reception as to why I need to see the doctor,negative,0.8629716039,17.0,3.0,Reception Staff Interaction,disapproval,0,-0.8629716039
Because if cavalier attitude of one of the GP s in prescribing incorrect medication to a member of my family which may have put his life in geopardy,negative,0.8259401321,28.0,1.0,Prescriptions and Medication Management,neutral,0,-0.8259401321
They are friendly and very helpful,positive,0.9518089294,6.0,5.0,Staff Professionalism,admiration,0,0.9518089294
Excellent treatment by doctors and staff,positive,0.9572324753,6.0,5.0,Treatment Quality,admiration,0,0.9572324753
They do care about people health,neutral,0.4838617146,6.0,4.0,Patient Respect,caring,0,0.4838617146
Your services are Extremely likely just 10minuts for one meeting with the Doctor not enough,negative,0.8129304051,15.0,4.0,Appointment Availability,neutral,0,-0.8129304051
Found the atmosphere nice and friendly from reception to Doctor,positive,0.9377124906,10.0,5.0,Environment and Ambiance,admiration,0,0.9377124906
New people working days very professional,positive,0.6899211407,6.0,5.0,Staff Professionalism,neutral,0,0.6899211407
Nurse A is professional and helpful,positive,0.9385899305,6.0,5.0,Staff Professionalism,admiration,0,0.9385899305
The doctors provide a really good service very friendly and approachable But the 2 receptionist are so unapproachable superior and initmating,positive,0.5809466839,21.0,4.0,Reception Staff Interaction,admiration,0,0.5809466839
I find that the service I receive is always very friendly and helpful,positive,0.9701205492,13.0,4.0,Staff Professionalism,admiration,0,0.9701205492
Staff are nice and good to listen,positive,0.9382405281,7.0,5.0,Staff Professionalism,admiration,0,0.9382405281
Very helpful and efficient staff excellent,positive,0.961653471,6.0,5.0,Staff Professionalism,admiration,0,0.961653471
Brilliant doctor very helpful reception staff,positive,0.9712806344,6.0,5.0,Reception Staff Interaction,admiration,0,0.9712806344
I have been at this practice for the past 10 years and am satisfied Only change is less time face to face,positive,0.8632860184,22.0,4.0,Staff Professionalism,approval,0,0.8632860184
All staff is very hard for each time I call you are very efficient,negative,0.5314205289,14.0,5.0,Staff Professionalism,admiration,0,-0.5314205289
Very officiant professional and friendly staff,positive,0.9447881579,6.0,5.0,Staff Professionalism,admiration,0,0.9447881579
Staff are extremely encouraging and helpful,positive,0.9701533914,6.0,5.0,Staff Professionalism,admiration,0,0.9701533914
The front desk staff need totally changed,negative,0.8343496323,7.0,2.0,Reception Staff Interaction,neutral,0,-0.8343496323
No que to book and same day booking service,neutral,0.7822915912,9.0,4.0,Accessibility and Convenience,neutral,0,0.7822915912
They were quick and organised and Doctor herself took care of it,positive,0.6996383667,12.0,5.0,Staff Professionalism,neutral,0,0.6996383667
I gavent visited this surgery since May 2023,neutral,0.7429475784,8.0,1.0,Follow-up and Continuity of Care,neutral,0,0.7429475784
I ve been with Surgery for many years they ve always been excellent,positive,0.9704989791,13.0,5.0,Staff Professionalism,admiration,0,0.9704989791
Extremely well run and handled by excellent receptionists and medical staff,positive,0.9785736203,11.0,5.0,Reception Staff Interaction,admiration,0,0.9785736203
It is easy to get an appointment and assistance,positive,0.4997234643,9.0,4.0,Accessibility and Convenience,neutral,0,0.4997234643
I always feel home there and looked after,positive,0.955302,8.0,5.0,Follow-up and Continuity of Care,neutral,0,0.955302
All staff are very professional and very friendly Online booking is very useful,positive,0.9745973349,13.0,5.0,Staff Professionalism,admiration,0,0.9745973349
I feel that you want to me better Appreciate your service,positive,0.9361489415,11.0,5.0,Patient Respect,admiration,0,0.9361489415
The staff at reception lacking communication skills,negative,0.8479448557,7.0,2.0,Reception Staff Interaction,neutral,0,-0.8479448557
Front desk staff must be totally changed,neutral,0.5489606857,7.0,3.0,Reception Staff Interaction,neutral,0,0.5489606857
surgery improved very much and doctors take time and leasen,positive,0.9049660563,10.0,5.0,Follow-up and Continuity of Care,approval,0,0.9049660563
PERSON i improved the service at the reception,positive,0.7492955327,8.0,5.0,Reception Staff Interaction,neutral,0,0.7492955327
They are so caring and helpful,positive,0.9582343698,6.0,5.0,Staff Empathy and Compassion,admiration,0,0.9582343698
I have been at the surgery before it changed hands But I have no problems with anyone there,neutral,0.6741555333,18.0,4.0,Follow-up and Continuity of Care,approval,0,0.6741555333
The staff are helpful to the patients The doctors are attentive to patients complaints The nurse is very friendly,positive,0.9356974363,19.0,5.0,Staff Empathy and Compassion,admiration,0,0.9356974363
I am happy with the service offered to me in this last year,positive,0.9694437981,13.0,5.0,Staff Professionalism,joy,0,0.9694437981
Excellent service by all the staff,positive,0.9628121853,6.0,5.0,Staff Professionalism,admiration,0,0.9628121853
Wonderful well informed and well run surgery,positive,0.9510263801,7.0,5.0,Staff Professionalism,admiration,0,0.9510263801
Because I was made to feel welcome by the friendly team in reception,positive,0.8908250332,13.0,5.0,Reception Staff Interaction,gratitude,0,0.8908250332
All the staff medical administrative are kind helpful And there no long waiting queues to see a doctor The surgery itself needs a updating,positive,0.8181678653,24.0,4.0,Staff Professionalism,neutral,0,0.8181678653
Great friendly service from the nurse,positive,0.964178443,6.0,4.0,Patient Respect,admiration,0,0.964178443
Because all staff are very friendly and respectful And do their jobs very well,positive,0.9642256498,14.0,5.0,Staff Professionalism,admiration,0,0.9642256498
I feel home everytime I step into my GP clinic,positive,0.9179326892,10.0,5.0,Accessibility and Convenience,neutral,0,0.9179326892
Generally great service but practice is probably to far for most of my friends and family love in another part of the UK,neutral,0.3943929672,23.0,4.0,Patient Respect,admiration,0,0.3943929672
Both the nurse that does the cervical screening and the one that does the blood work were fantastic,positive,0.9424178004,18.0,4.0,Test Results,admiration,0,0.9424178004
Friendly reception staff and good GPs,positive,0.8999503255,6.0,4.0,Reception Staff Interaction,neutral,0,0.8999503255
Extremely likely doctor and nice staff,positive,0.9605870843,6.0,5.0,Staff Professionalism,admiration,0,0.9605870843
I feel the Drs are actually interested in what we patients have to say On the whole the staff are very welcoming especially wonderful PERSON,positive,0.9416578412,25.0,5.0,Patient Respect,admiration,0,0.9416578412
The Doctor and the whole team are so good and very helpful,positive,0.9819254875,12.0,5.0,Staff Professionalism,admiration,0,0.9819254875
Friendly reception staff Confident with the health care I receive,positive,0.9029963017,10.0,5.0,Patient Respect,approval,0,0.9029963017
The staff are friendly efficient and really take the time to listen to your concerns My GP is always thorough in their examinations and provides clear advice on any treatment or referrals needed Highly recommend,positive,0.8944301605,35.0,5.0,Staff Empathy and Compassion,admiration,0,0.8944301605
I ve recently moved into the area and was initially nervous about finding a new GP However from my first phone call to book an appointment to my actual consultation with my GP everything has been top notch The staff are friendly and welcoming and my GP took the time to explain everything clearly and answer all my questions,positive,0.7412441373,57.0,5.0,Staff Professionalism,approval,0,0.7412441373
Excellent service from start to finish I was seen promptly by my GP who was very professional and understanding The reception staff were also very helpful and made sure I had all the necessary paperwork before my appointment The surgery itself is clean modern and well organised,positive,0.9617535472,46.0,5.0,Staff Professionalism,admiration,0,0.9617535472
Friendly and helpful approach from the team in the reception And the GP I m very happy and grateful paciente Many thanks PERSON 🙏,positive,0.9841530919,23.0,5.0,Reception Staff Interaction,gratitude,0,0.9841530919
Im very happy and grateful 🙏Patience Blessings and many thanks For all your care and support during my difficult health journey May PERSON bless you and keep you safe always Many thanks 🙏 from PERSON,positive,0.9844663143,35.0,5.0,Patient Respect,gratitude,0,0.9844663143
So helpful efficient and friendly,positive,0.9515296221,6.0,5.0,Staff Professionalism,admiration,0,0.9515296221
I was given an appointment almost immediately when I raised a serious question on the phone,neutral,0.7036133409,16.0,5.0,Appointment Availability,neutral,0,0.7036133409
The staff on reception have been very helpful following up on my medical checks The Doctor was very professional and empathetic Would recommend,positive,0.9671932459,23.0,5.0,Reception Staff Interaction,admiration,0,0.9671932459
We recieved an appointment for my 9 year old son very quickly and Dr PERSON was excellent,positive,0.9630190134,17.0,5.0,Appointment Availability,admiration,0,0.9630190134
I feel all the gps do not listen and no thorough examination takes place simple examination such as blood pressure heart I feel rushed to explain my situation knowing i have an issue In general always a rushed appointment and not taken seriously,negative,0.9045444727,42.0,1.0,Test Results,disappointment,0,-0.9045444727
I was seen in time Nurse was very nice and efficient,positive,0.9042469859,11.0,5.0,Patient Respect,admiration,0,0.9042469859
Call answered quickly from receptionist Received appointment with the nurse the same day,positive,0.5136113763,13.0,4.0,Reception Staff Interaction,neutral,0,0.5136113763
I needed an emergency appt if possible and it was arranged,neutral,0.6354654431,11.0,5.0,Appointment Availability,neutral,0,0.6354654431
I was treated respectfully and promptly,positive,0.7526072264,6.0,5.0,Treatment Quality,approval,0,0.7526072264
I like my Doctor he s knowledgeable understanding a very good egg all around PERSON bless him,positive,0.9766594172,16.0,5.0,Patient Respect,admiration,0,0.9766594172
Timely appointment and a polite doctor,positive,0.9152780175,6.0,5.0,Patient Respect,neutral,0,0.9152780175
Dr PERSON s caring approach knowledgable kind and comprehensive Reception had a smile on their face Always trying to help even when busy Really happy with our surgery,positive,0.9755619168,27.0,5.0,Staff Empathy and Compassion,joy,0,0.9755619168
This was my first consultation with Dr PERSON His manner immediately made me feel at ease He was pleasant friendly and patiently listened He follows in Dr PERSON s footsteps and is a worthy successor,positive,0.9679751396,34.0,5.0,Follow-up and Continuity of Care,admiration,0,0.9679751396
We my wife and I love our GP Dr PERSON All the staff is very friendly and polite The facility is clean and bright Highly recommend Best practice ever,positive,0.9861661196,30.0,5.0,Facility Cleanliness,admiration,0,0.9861661196
Quick to answer plesant gate keeper Some fantastic GP s I feel seen listened to here,positive,0.9508960247,17.0,5.0,Patient Respect,admiration,0,0.9508960247
Dr PERSON is very helpful and considerate you don t feel rushed,positive,0.831802845,12.0,5.0,Patient Respect,admiration,0,0.831802845
Reception was friendly and Dr PERSON very professional and helpful,positive,0.9411041141,10.0,5.0,Reception Staff Interaction,admiration,0,0.9411041141
Dr PERSON decided to leave the medication as it is right now and I agree with that,neutral,0.7626568675,17.0,4.0,Prescriptions and Medication Management,approval,0,0.7626568675
The administrative and medical staff were always friendly and took my requests seriously,positive,0.8884292245,13.0,5.0,Staff Empathy and Compassion,approval,0,0.8884292245
I needed to get a prescription filled quickly because I had foolishly run out You did,neutral,0.4969817102,16.0,5.0,Prescriptions and Medication Management,disappointment,0,0.4969817102
We been treated well together with my wife,positive,0.9216703176,8.0,5.0,Treatment Quality,approval,0,0.9216703176
My GP addressed a number of issues during the appointment and we got some resolution on them He knows my history very well which is very important to me,positive,0.8658397794,29.0,5.0,Staff Empathy and Compassion,approval,0,0.8658397794
I am happy with the service I have received,positive,0.9729191065,9.0,5.0,Staff Professionalism,joy,0,0.9729191065
Because every body they are very good and friendly,positive,0.9465051293,9.0,5.0,Patient Respect,admiration,0,0.9465051293
Always when I contact for an appointment they are very respectful kind and are understanding,positive,0.9366554022,14.0,5.0,Staff Professionalism,admiration,0,0.9366554022
I was sent a text message to inform me of an appointment set by dr PERSON to see me on the 5th I called the surgery following the text message to let them know I would be unable to attend as I was away on holiday and look to res schedule the appointment and find out the reason for it An alternative date could not be scheduled because the doctor had her books closed for the end of the month when I would be back in town When I asked what the reason for the appointment was the lady who had taken the call after reading my notes was unable to say as there seemed to be no details on my records as to what has prompted the unexpected appointment We agreed she would speak with the doctor to check and if a telephone appointment sufficed we would keep the appointment of the 5th and otherwise a new date would be booked for me I heard nothing further so I assumed I would get a phone call from the doc at the appointment time on the 5th The 5th came and there was no call or contact from my gp Next thing I know on the 6th I receive a feedback questionnaire to check how I would rate my visit I still don t know why the doctor wanted to see me despite me calling the surgery so as to not waste the docs appointments no such courtesy has been returned to me and I remain worried at what may have prompted the initial need for the dr PERSON to set an unexpected appointment I also don t know if a different appointment date has been set I recently had a scan and wondered if it may be related to the results of this It wouldn t have taken long for Dr PERSON to either call me or send me a message to let me know the reason for her unexpected desire to see me and if there was any need for concern or not,neutral,0.5508086085,341.0,1.0,Appointment Availability,confusion,0,0.5508086085
They are the best Thank you so much for everything,positive,0.9794626832,10.0,5.0,Patient Respect,gratitude,0,0.9794626832
Most of the GP s are responsive,positive,0.6460039616,6.0,4.0,Staff Professionalism,neutral,0,0.6460039616
Easy to make an appointment and very helpful staff,positive,0.9435907006,9.0,5.0,Staff Professionalism,approval,0,0.9435907006
Always see a friendly and knowledgeable doctor,positive,0.8629505634,7.0,5.0,Patient Respect,neutral,0,0.8629505634
The front desk is always helpful give me my husband slot when necessary,positive,0.9390140772,15.0,4.0,Reception Staff Interaction,approval,0,0.9390140772
seen on time covered all to discuss with tgg he e GP,neutral,0.897200048,13.0,5.0,Follow-up and Continuity of Care,neutral,0,0.897200048
Staff are helpful and doctors are so kind to listen to us,positive,0.96708709,12.0,4.0,Patient Respect,admiration,0,0.96708709
Have a little bit more time with the Dr,neutral,0.826107204,9.0,5.0,Follow-up and Continuity of Care,neutral,0,0.826107204
Pharmacist called on time the discussion was clear and helpful thank you,positive,0.9677727818,12.0,4.0,Patient Respect,gratitude,0,0.9677727818
The practice is very efficient My nurse PERSON has been wonderful with my treatment and very caring and helpful,positive,0.9824962616,19.0,5.0,Staff Empathy and Compassion,admiration,0,0.9824962616
I was able to make an appointment at very short notice and received excellent help and advice,positive,0.9487383366,17.0,5.0,Appointment Availability,admiration,0,0.9487383366
The consultation I had today with Dr PERSON my GP was fantastic The staff who scheduled my appointment were efficient and I didn t have to wait long for a response to my call The friendliness and support I received was great Dr PERSON was extremely professional and helpful during the consultation,positive,0.9652979374,51.0,5.0,Staff Professionalism,admiration,0,0.9652979374
Best doctors Helpful and polite receptionist Appointment on time,positive,0.9672808647,9.0,5.0,Appointment Availability,admiration,0,0.9672808647
Greater knowledge of my past history,neutral,0.5218277574,6.0,4.0,Patient Education and Information,admiration,0,0.5218277574
Please notify participants when the GP is running late,neutral,0.5605714321,9.0,5.0,Patient Education and Information,neutral,0,0.5605714321
Very friendly and helpful assistance en the reception,positive,0.9535170197,8.0,4.0,Reception Staff Interaction,admiration,0,0.9535170197
The staff are friendly and helpful and very quick to respond our needs Thank you,positive,0.9709236026,15.0,5.0,Staff Professionalism,gratitude,0,0.9709236026
I feel secure for my health all up dated,positive,0.8850342631,9.0,5.0,Follow-up and Continuity of Care,caring,0,0.8850342631
The receptionist kindly booked me an emergency appointment for the same morning I am very grateful to Doctor PERSON who encouraged me to go to A E urgently and to find out what exactly was wrong with me Many thanks 😊,positive,0.8502724767,40.0,5.0,Reception Staff Interaction,gratitude,0,0.8502724767
I followed all the instruction and every thing went accoutring to instruction thus all went fine with out any deficulty,positive,0.7129697204,21.0,5.0,Staff Professionalism,approval,0,0.7129697204
All the doctors I ve seen over the years have been first class including the regular part time doctors,neutral,0.6458231211,18.0,4.0,Staff Professionalism,neutral,0,0.6458231211
Excellent surgery always available when needed,positive,0.9592558742,7.0,,Follow-up and Continuity of Care,admiration,0,0.9592558742
Have now been using the service for 3 yrs plus Excellent,positive,0.923997581,11.0,5.0,Follow-up and Continuity of Care,admiration,0,0.923997581
I was able to get a same day emergency appointment which stopped my condition worsening very efficient reception team and lovely drs as well,positive,0.8795569539,24.0,5.0,Reception Staff Interaction,neutral,0,0.8795569539
They offer me an emergency face to face appointment for my de PERSON rvain s tenosynovitis,neutral,0.8488072753,14.0,5.0,Vaccinations,neutral,0,0.8488072753
Doctor understood my problem and was very helpful,positive,0.8369890451,8.0,4.0,Staff Empathy and Compassion,approval,0,0.8369890451
The waiting time was short and the doctor was courteous and efficient,positive,0.9201822877,12.0,5.0,Waiting Time,neutral,0,0.9201822877
The atmosphere is not patient friendly,negative,0.8390142322,6.0,3.0,Environment and Ambiance,disapproval,0,-0.8390142322
Never have a problem with booking or cancelling appointments or with any questions or concerns I may have,neutral,0.6796615124,18.0,5.0,Appointment Availability,neutral,0,0.6796615124
The Dr was charming and informative and perfectly on time despite the fact the computers had crashed and they were under a bit of pressure,positive,0.5425163507,25.0,5.0,Staff Professionalism,admiration,0,0.5425163507
The GP I saw was excellent he explained the procedure process cleaely put my mind at ease,positive,0.9367741346,19.0,5.0,Patient Education and Information,admiration,0,0.9367741346
Doctors are very good and friendly Receptionists are fantastic,positive,0.9796386957,9.0,5.0,Reception Staff Interaction,admiration,0,0.9796386957
I was seen on time and had my treatment with my excellent doctor Everything is punctual and efficient and I am grateful,positive,0.9732975364,22.0,5.0,Treatment Quality,gratitude,0,0.9732975364
Because Dr PERSON very helpful and very polite,positive,0.9525069594,9.0,5.0,Patient Respect,admiration,0,0.9525069594
Good service but appointment was 30 minutes behind schedule,neutral,0.4039082825,9.0,4.0,Appointment Availability,admiration,0,0.4039082825
Great reception team Saw requested GP and appointment was punctual and informative,positive,0.9684118629,12.0,5.0,Reception Staff Interaction,admiration,0,0.9684118629
Excellent lady receptionist rapid and helpful medical attention,positive,0.9669930935,8.0,5.0,Reception Staff Interaction,admiration,0,0.9669930935
Dr PERSON was excellent and the receptionist was very kind and helpful Many thanks 😊,positive,0.9804860353,15.0,5.0,Reception Staff Interaction,gratitude,0,0.9804860353
Dr PERSON was extremely nice and reassuring She prescribed new medication to deal with my itchy skin My previous medication for eczema has been discontinued,positive,0.5659114122,25.0,5.0,Patient Respect,approval,0,0.5659114122
My doctor could understand all my needs and helping me out precisely I could not ask more Great service and human touch,positive,0.9597957134,22.0,5.0,Treatment Quality,admiration,0,0.9597957134
Excellent doing there job very helpful and I m happy of the way they serve us thanks,positive,0.9824418426,17.0,5.0,Staff Professionalism,gratitude,0,0.9824418426
Good reception and friendly However twice requested to speak to Pharmacist Was told she w and never did,neutral,0.4695682824,20.0,3.0,Reception Staff Interaction,admiration,0,0.4695682824
Did not have to wait long for an appointment nor did I have to wait at the surgery to see the doctor,neutral,0.701115787,22.0,5.0,Appointment Availability,neutral,0,0.701115787
Because the service you offer is very good i am happy with it 💐,positive,0.9854028225,14.0,5.0,Staff Professionalism,admiration,0,0.9854028225
Receptionists Always tries to be professional with courtesy and respectful The Doctors always takes time with the mentally physically disabled patients as myself family members,positive,0.4894768894,27.0,5.0,Staff Professionalism,neutral,0,0.4894768894
Dr PERSON is an amazing doctor and always understands my issues without ignoring or assuming it s something it s not or brushing me off,positive,0.4701189697,23.0,5.0,Patient Respect,admiration,0,0.4701189697
Because they are professional and helpful az always,positive,0.9084866047,8.0,5.0,Staff Professionalism,admiration,0,0.9084866047
Seen in time Nurse had excellent manner Very reassuring,positive,0.9154904485,9.0,5.0,Patient Respect,admiration,0,0.9154904485
Always very good experience with the staff and the doctors,positive,0.9797279239,10.0,5.0,Treatment Quality,admiration,0,0.9797279239
Short wait easy interaction with blood taker PERSON quick testing time,positive,0.6080116034,11.0,5.0,Accessibility and Convenience,neutral,0,0.6080116034
I always feel heard and well taken care of at Kensington Park Medical Center It s easy to get time,positive,0.9415509701,19.0,5.0,Patient Respect,caring,0,0.9415509701
Very knowledgeable and professional medical team,positive,0.9364054203,6.0,5.0,Staff Professionalism,admiration,0,0.9364054203
Whilst the doctor was very pleasant the experience was very confusing to say the least,negative,0.5756723881,15.0,3.0,Patient Respect,confusion,0,-0.5756723881
I contacted the GP via Patches I received a timely acknowledgement followed as advised by a call from the doctor The doctor resolved all issues of concern,neutral,0.5192042589,27.0,5.0,Follow-up and Continuity of Care,neutral,0,0.5192042589
I was look after by my GP carefully with care,positive,0.8511343002,10.0,5.0,Patient Respect,caring,0,0.8511343002
Although it is sometimes difficult to have an Doctor s appointment I respect their expertise and care,positive,0.488384068,16.0,,Patient Respect,admiration,0,0.488384068
Seen quickly a very competent GP addressed my concerns with care and courtesy and instilled confidence,positive,0.8077811599,16.0,5.0,Patient Respect,approval,0,0.8077811599
I always provide high standard of care when I am at work and I must say that the interaction that I have been having with receptionists are atrocious I m sorry to say that their manners and poor Feeling belittled when dealing with a diagnosis is not pleasant They need to learn how to speak with people with care and compassion as they have zero at the moment,negative,0.8612497449,67.0,2.0,Reception Staff Interaction,remorse,0,-0.8612497449
I was seen on time of my scheduled appointment unlike when I attend appointments at hospital departments eg A E,neutral,0.8036669493,19.0,5.0,Appointment Availability,neutral,0,0.8036669493
PERSON was patient and very helpful The information he sent about my Covid history was exactly what I needed,positive,0.9012542963,19.0,5.0,Patient Respect,approval,0,0.9012542963
I was checking to see if NHS App to re order prescription had worked It was not conclusiveNo She looked it up and assured me all was ok These apps are never straight forward,neutral,0.5427529812,34.0,5.0,Staff Professionalism,neutral,0,0.5427529812
Everybody is great from the Reception Staff to the Doctors particularly Miss PERSON whom I have seen a few times of course Dr PERSON Both are very knowledgable helpful really nice,positive,0.9817330837,34.0,5.0,Staff Professionalism,admiration,0,0.9817330837
I assume the appointment you are talking about was when A E wanted me to have my electrolytes tested after my admission to Chelsea Westminster hospital The doctor who took my blood tests is charming and I have nothing but good things to say about him He s courteous and very polite,positive,0.840798676,52.0,5.0,Administrative Efficiency,admiration,0,0.840798676
the service was prompt to respond and convenient,positive,0.9278848767,8.0,5.0,Accessibility and Convenience,neutral,0,0.9278848767
KPMC is the best Nicest GP s friendly receptionists and slash s on the top of their game They are my very favorite doctors ❤️,positive,0.9761431217,24.0,5.0,Reception Staff Interaction,admiration,0,0.9761431217
Dr come back to me on time,neutral,0.6318711042,7.0,5.0,Follow-up and Continuity of Care,neutral,0,0.6318711042
My pain was taken seriously and action was taken to escalate it Much appreciated,positive,0.7332461476,14.0,5.0,Follow-up and Continuity of Care,admiration,0,0.7332461476
Your reception desk was helpful and arranged for me to talk to a duty doctor on two separate occasions one leading to an appointment the same day and the other to a phone call But nothing was resolved and I was prescribed a pill that is not what I need Someone called PERSON was very helpful and sent me the details of notes two doctors had made,negative,0.7105129957,67.0,4.0,Reception Staff Interaction,neutral,0,-0.7105129957
On time practitioner was friendly professional and explained everything,positive,0.7671453953,9.0,5.0,Patient Respect,neutral,0,0.7671453953
I m considering the receptionist staff lie saying they ve completed a task when they haven t done also neglecting said that practice has nothing to do with me being stocked which is pretty pretty unbelievable Also I do expect the GP to call when they say they re going to if my appointment is scheduled for 12 to 12 10 why the hell they called when I m in the police station at 6 pm is beyond me I want the MRI results tomorrow they were sent on Monday,negative,0.7763023973,85.0,1.0,Reception Staff Interaction,neutral,0,-0.7763023973
Everyone I spoke to asked questions were very helpful and friendly,positive,0.961365819,11.0,5.0,Patient Respect,admiration,0,0.961365819
Got a very quick appointment And doctor was clear friendly and helpful,positive,0.9550695419,12.0,5.0,Appointment Availability,approval,0,0.9550695419
I phoned the surgery in the morning with a list of worrying symptoms and less than half an hour later Dr PERSON phoned me to discuss these at the end of which she asked me to come over and she her immediately I did so and on arrival was immediately given a glass of water as I was dehydrated Then after a thorough and extensive physical examination which lasted for at least twenty minutes he sent straight over to the A E at the Chelsea Westminster with a text letter Then today after my spell in A E I needed advce about how and when to resume my blood pressure tablets Once again within half an hour of leaving my message Dr PERSON phoned mr back to answer my question and advise me Excellent,neutral,0.8279419541,133.0,5.0,Follow-up and Continuity of Care,neutral,0,0.8279419541
The clinician who saw me was a great communicator was thorough and knowledgeable,positive,0.9698573947,13.0,5.0,Staff Professionalism,admiration,0,0.9698573947
My appointment was for physiotherapy I was properly examined and the treatment plan was explained to me,neutral,0.6275308728,17.0,5.0,Patient Respect,neutral,0,0.6275308728
